2Nested_false-termination.c.out, False, 
2Nested_true-termination.c.out, False, 
4NestedWith3Variables_true-termination.c.out, False, 
AliasDarteFeautrierGonnord-SAS2010-Fig1_true-termination.c.out, True, 3700.0
AliasDarteFeautrierGonnord-SAS2010-Fig2a_true-termination.c.out, True, 1139.0
AliasDarteFeautrierGonnord-SAS2010-Fig2b_true-termination.c.out, True, 6462.0
AliasDarteFeautrierGonnord-SAS2010-complex_true-termination.c.out, False, 
AliasDarteFeautrierGonnord-SAS2010-counterex1a_true-termination.c.out, False, 
AliasDarteFeautrierGonnord-SAS2010-counterex1b_true-termination.c.out, True, 4451.0
AliasDarteFeautrierGonnord-SAS2010-cousot9_true-termination.c.out, True, 1577.0
AliasDarteFeautrierGonnord-SAS2010-exmini_true-termination.c.out, True, 1417.0
AliasDarteFeautrierGonnord-SAS2010-loops_true-termination.c.out, False, 
AliasDarteFeautrierGonnord-SAS2010-ndecr_true-termination.c.out, True, 1102.0
AliasDarteFeautrierGonnord-SAS2010-nestedLoop_true-termination.c.out, False, 
AliasDarteFeautrierGonnord-SAS2010-random1d_true-termination.c.out, True, 28414.0
AliasDarteFeautrierGonnord-SAS2010-random2d_true-termination.c.out, False, 
AliasDarteFeautrierGonnord-SAS2010-rsd_true-termination.c.out, True, 2301.0
AliasDarteFeautrierGonnord-SAS2010-speedFails4_true-termination.c.out, False, 
AliasDarteFeautrierGonnord-SAS2010-speedpldi2_true-termination.c.out, True, 1497.0
AliasDarteFeautrierGonnord-SAS2010-speedpldi3_true-termination.c.out, True, 1911.0
AliasDarteFeautrierGonnord-SAS2010-speedpldi4_true-termination.c.out, True, 1183.0
AliasDarteFeautrierGonnord-SAS2010-terminate_true-termination.c.out, True, 971.0
AliasDarteFeautrierGonnord-SAS2010-wcet2_true-termination.c.out, True, 1032.0
AliasDarteFeautrierGonnord-SAS2010-while2_true-termination.c.out, False, 
AliasDarteFeautrierGonnord-SAS2010-wise_true-termination.c.out, True, 708.0
AlternDiv.c.out, False, 
AlternDivWide.c.out, False, 
AlternDivWidening.c.out, False, 
AlternKonv.c.out, False, 
Avery-FLOPS2006-Table1_true-termination.c.out, True, 7924.0
Bangalore_false-termination.c.out, False, 
Bangalore_true-termination.c.out, True, 582.0
Bangalore_v2_false-termination.c.out, False, 
Bangalore_v3_false-termination.c.out, False, 
Bangalore_v4_true-termination.c.out, True, 700.0
Ben-Amram-LMCS2010-Ex2.3_true-termination.c.out, False, 
Benghazi_nondet_true-termination.c.out, False, 
Benghazi_true-termination.c.out, False, 
